100 50
10 24 N
10 25 N
10 26 N
10 27 N
10 28 T
10 29 N
10 30 N
10 31 T
10 32 N
10 33 N
10 34 N
10 35 N
10 36 T
10 37 N
10 38 H
10 39 B
10 40 T
10 41 H
10 42 T
10 43 T
10 44 N
10 45 B
10 46 T
10 47 N
10 48 N
10 49 N
10 50 T
11 1 N
11 2 N
11 3 N
11 4 N
11 5 N
11 6 T
11 7 H
11 8 N
11 9 H
11 10 N
11 11 N
11 12 N
11 13 N
11 14 N
11 15 T
11 16 B
11 17 T
11 18 N
11 19 T
11 20 T
11 21 N
11 22 N
11 23 T
11 24 N
11 25 N
11 26 T
11 27 H
11 28 N
11 29 N
11 30 H
11 31 B
11 32 N
11 33 N
11 34 T
11 35 H
11 36 T
11 37 N
11 38 N
11 39 T
11 40 B
11 41 N
11 42 H
11 43 H
11 44 T
11 45 T
11 46 T
11 47 H
11 48 B
11 49 H
11 50 N
12 1 N
12 2 N
12 3 N
12 4 N
12 5 N
12 6 N
12 7 H
12 8 N
12 9 T
12 10 H
12 11 N
12 12 B
12 13 N
12 14 N
12 15 N
12 16 H
12 17 T
12 18 N
12 19 H
12 20 N
12 21 H
12 22 B
12 23 H
12 24 N
12 25 N
12 26 N
12 27 N
12 28 N
12 29 N
12 30 N
12 31 N
12 32 B
12 33 N
12 34 N
12 35 T
12 36 N
12 37 N
12 38 N
12 39 T
12 40 N
12 41 H
12 42 N
12 43 N
12 44 N
12 45 N
12 46 T
12 47 N
12 48 N
12 49 N
12 50 N
13 1 H
13 2 N
13 3 T
13 4 H
13 5 T
13 6 N
13 7 N
13 8 N
13 9 N
13 10 T
13 11 N
13 12 B
13 13 H
13 14 H
13 15 H
13 16 N
13 17 N
13 18 N
13 19 N
13 20 B
13 21 B
13 22 H
13 23 T
13 24 T
13 25 B
13 26 H
13 27 T
13 28 N
13 29 T
13 30 B
13 31 N
13 32 N
13 33 H
13 34 T
13 35 N
13 36 T
13 37 N
13 38 T
13 39 N
13 40 H
13 41 H
13 42 N
13 43 T
13 44 N
13 45 H
13 46 N
13 47 T
13 48 H
13 49 B
13 50 H
14 1 B
14 2 T
14 3 H
14 4 N
14 5 B
14 6 N
14 7 N
14 8 H
14 9 N
14 10 H
14 11 N
14 12 N
14 13 N
14 14 T
14 15 N
14 16 N
14 17 N
14 18 H
14 19 H
14 20 N
14 21 H
14 22 N
14 23 N
14 24 B
14 25 N
14 26 H
14 27 N
14 28 T
14 29 B
14 30 T
14 31 H
14 32 N
14 33 T
14 34 N
14 35 N
14 36 N
14 37 B
14 38 H
14 39 H
14 40 N
14 41 N
14 42 B
14 43 N
14 44 N
14 45 H
14 46 B
14 47 N
14 48 N
14 49 N
14 50 T
15 1 N
15 2 N
15 3 H
15 4 N
15 5 H
15 6 B
15 7 T
15 8 T
15 9 N
15 10 T
15 11 N
15 12 N
15 13 N
15 14 N
15 15 N
15 16 H
15 17 N
15 18 N
15 19 N
15 20 N
15 21 H
15 22 N
15 23 H
15 24 N
15 25 N
15 26 B
15 27 B
15 28 N
15 29 N
15 30 N
15 31 N
15 32 N
15 33 B
15 34 N
15 35 N
15 36 B
15 37 H
15 38 N
15 39 H
15 40 H
15 41 N
15 42 B
15 43 H
15 44 T
15 45 T
15 46 N
15 47 N
15 48 H
15 49 N
15 50 N
16 1 T
16 2 N
16 3 B
16 4 T
16 5 B
16 6 T
16 7 B
16 8 B
16 9 T
16 10 N
16 11 B
16 12 H
16 13 H
16 14 N
16 15 N
16 16 N
16 17 N
16 18 H
16 19 T
16 20 T
16 21 N
16 22 T
16 23 T
16 24 T
16 25 H
16 26 H
16 27 H
16 28 N
16 29 N
16 30 T
16 31 H
16 32 N
16 33 N
16 34 N
16 35 T
16 36 N
16 37 T
16 38 B
16 39 N
16 40 N
16 41 T
16 42 N
16 43 T
16 44 N
16 45 H
16 46 N
16 47 N
16 48 H
16 49 N
16 50 N
17 1 N
17 2 B
17 3 T
17 4 H
17 5 H
17 6 N
17 7 H
17 8 N
17 9 N
17 10 H
17 11 N
17 12 N
17 13 N
17 14 N
17 15 N
17 16 N
17 17 B
17 18 N
17 19 N
17 20 N
17 21 N
17 22 N
17 23 N
17 24 T
17 25 N
17 26 N
17 27 N
17 28 N
17 29 H
17 30 T
17 31 N
17 32 N
17 33 N
17 34 N
17 35 H
17 36 N
17 37 N
17 38 N
17 39 B
17 40 N
17 41 T
17 42 T
17 43 H
17 44 N
17 45 N
17 46 H
17 47 H
17 48 H
17 49 H
17 50 T
18 1 N
18 2 B
18 3 N
18 4 N
18 5 N
18 6 H
18 7 T
18 8 H
18 9 H
18 10 N
18 11 T
18 12 N
18 13 H
18 14 B
18 15 H
18 16 B
18 17 B
18 18 B
18 19 T
18 20 N
18 21 N
18 22 H
18 23 N
18 24 H
18 25 T
18 26 H
18 27 N
18 28 T
18 29 N
18 30 H
18 31 H
18 32 H
18 33 T
18 34 N
18 35 N
18 36 N
18 37 B
18 38 H
18 39 H
18 40 N
18 41 T
18 42 N
18 43 B
18 44 N
18 45 N
18 46 N
18 47 H
18 48 T
18 49 T
18 50 T
19 1 T
19 2 T
19 3 N
19 4 B
19 5 N
19 6 T
19 7 H
19 8 H
19 9 N
19 10 N
19 11 N
19 12 H
19 13 H
19 14 B
19 15 N
19 16 H
19 17 H
19 18 T
19 19 H
19 20 N
19 21 T
19 22 H
19 23 N
19 24 N
19 25 N
19 26 H
19 27 N
19 28 T
19 29 B
19 30 T
19 31 N
19 32 H
19 33 N
19 34 N
19 35 T
19 36 N
19 37 B
19 38 N
19 39 H
19 40 H
19 41 N
19 42 H
19 43 B
19 44 N
19 45 N
19 46 N
19 47 T
19 48 N
19 49 N
19 50 T
20 1 T
20 2 N
20 3 H
20 4 N
20 5 N
20 6 N
20 7 N
20 8 N
20 9 N
20 10 H
20 11 B
20 12 N
20 13 T
20 14 H
20 15 T
20 16 H
20 17 T
20 18 N
20 19 N
20 20 B
20 21 H
20 22 N
20 23 B
20 24 T
20 25 N
20 26 H
20 27 N
20 28 T
20 29 H
20 30 T
20 31 H
20 32 B
20 33 H
20 34 N
20 35 T
20 36 N
20 37 T
20 38 H
20 39 T
20 40 B
20 41 N
20 42 N
20 43 H
20 44 H
20 45 N
20 46 N
20 47 H
20 48 N
20 49 H
20 50 H
21 1 H
21 2 N
21 3 N
21 4 T
21 5 N
21 6 N
21 7 T
21 8 N
21 9 H
21 10 N
21 11 N
21 12 T
21 13 H
21 14 N
21 15 N
21 16 B
21 17 B
21 18 N
21 19 N
21 20 N
21 21 B
21 22 N
21 23 H
21 24 N
21 25 T
21 26 N
21 27 H
21 28 N
21 29 B
21 30 N
21 31 B
21 32 N
21 33 H
21 34 N
21 35 H
21 36 T
21 37 N
21 38 T
21 39 T
21 40 N
21 41 N
21 42 T
21 43 N
21 44 H
21 45 B
21 46 N
21 47 B
21 48 T
21 49 H
21 50 H
22 1 H
22 2 N
22 3 N
22 4 N
22 5 T
22 6 N
22 7 B
22 8 N
22 9 H
22 10 H
22 11 N
22 12 N
22 13 N
22 14 T
22 15 N
22 16 N
22 17 N
22 18 H
22 19 N
22 20 N
22 21 H
22 22 B
22 23 N
22 24 N
22 25 N
22 26 N
22 27 T
22 28 T
22 29 N
22 30 N
22 31 N
22 32 B
22 33 T
22 34 N
22 35 N
22 36 T
22 37 N
22 38 H
22 39 T
22 40 N
22 41 T
22 42 N
22 43 H
22 44 N
22 45 H
22 46 T
22 47 N
22 48 N
22 49 T
22 50 N
23 1 T
23 2 N
23 3 N
23 4 N
23 5 T
23 6 N
23 7 N
23 8 N
23 9 B
23 10 N
23 11 H
23 12 T
23 13 N
23 14 B
23 15 T
23 16 N
23 17 N
23 18 H
23 19 H
23 20 N
23 21 H
23 22 N
23 23 N
23 24 N
23 25 N
23 26 N
23 27 B
23 28 N
23 29 N
23 30 H
23 31 N
23 32 N
23 33 H
23 34 N
23 35 H
23 36 N
23 37 N
23 38 H
23 39 T
23 40 B
23 41 N
23 42 H
23 43 B
23 44 T
23 45 T
23 46 T
23 47 H
23 48 B
23 49 T
23 50 N
24 1 N
24 2 H
24 3 N
24 4 T
24 5 H
24 6 N
24 7 T
24 8 N
24 9 N
24 10 N
24 11 N
24 12 H
24 13 T
24 14 T
24 15 N
24 16 T
24 17 H
24 18 T
24 19 H
24 20 H
24 21 N
24 22 T
24 23 N
24 24 B
24 25 H
24 26 H
24 27 H
24 28 T
24 29 B
24 30 N
24 31 H
24 32 H
24 33 N
24 34 N
24 35 T
24 36 N
24 37 N
24 38 N
24 39 B
24 40 B
24 41 T
24 42 N
24 43 H
24 44 B
24 45 N
24 46 B
24 47 H
24 48 N
24 49 T
24 50 B
25 1 H
25 2 B
25 3 T
25 4 N
25 5 H
25 6 B
25 7 T
25 8 T
25 9 N
25 10 N
25 11 T
25 12 N
25 13 N
25 14 T
25 15 H
25 16 B
25 17 N
25 18 B
25 19 N
25 20 N
25 21 N
25 22 N
25 23 N
25 24 N
25 25 N
25 26 B
25 27 H
25 28 T
25 29 N
25 30 T
25 31 N
25 32 N
25 33 N
25 34 N
25 35 N
25 36 T
25 37 H
25 38 N
25 39 T
25 40 T
25 41 H
25 42 N
25 43 H
25 44 N
25 45 N
25 46 T
25 47 H
25 48 B
25 49 T
25 50 T
26 1 N
26 2 H
26 3 T
26 4 N
26 5 T
26 6 N
26 7 N
26 8 H
26 9 T
26 10 N
26 11 T
26 12 T
26 13 N
26 14 T
26 15 H
26 16 H
26 17 N
26 18 H
26 19 T
26 20 T
26 21 N
26 22 H
26 23 H
26 24 T
26 25 N
26 26 N
26 27 T
26 28 T
26 29 T
26 30 B
26 31 H
26 32 H
26 33 N
26 34 H
26 35 N
26 36 H
26 37 N
26 38 T
26 39 N
26 40 T
26 41 N
26 42 H
26 43 H
26 44 N
26 45 T
26 46 N
26 47 N
26 48 H
26 49 N
26 50 N
27 1 B
27 2 H
27 3 T
27 4 N
27 5 N
27 6 N
27 7 H
27 8 N
27 9 N
27 10 N
27 11 N
27 12 N
27 13 B
27 14 N
27 15 N
27 16 N
27 17 T
27 18 N
27 19 N
27 20 B
27 21 H
27 22 B
27 23 B
27 24 B
27 25 H
27 26 H
27 27 H
27 28 H
27 29 B
27 30 B
27 31 N
27 32 N
27 33 N
27 34 N
27 35 H
27 36 N
27 37 B
27 38 T
27 39 H
27 40 N
27 41 T
27 42 N
27 43 H
27 44 N
27 45 H
27 46 T
27 47 N
27 48 N
27 49 N
27 50 T
28 1 T
28 2 B
28 3 T
28 4 N
28 5 N
28 6 T
28 7 N
28 8 N
28 9 N
28 10 N
28 11 H
28 12 T
28 13 N
28 14 N
28 15 T
28 16 B
28 17 T
28 18 H
28 19 N
28 20 H
28 21 N
28 22 N
28 23 B
28 24 H
28 25 N
28 26 N
28 27 H
28 28 N
28 29 N
28 30 H
28 31 T
28 32 H
28 33 H
28 34 H
28 35 N
28 36 H
28 37 N
28 38 N
28 39 H
28 40 T
28 41 T
28 42 T
28 43 N
28 44 N
28 45 H
28 46 N
28 47 N
28 48 N
28 49 H
28 50 B
29 1 N
29 2 B
29 3 T
29 4 N
29 5 N
29 6 T
29 7 N
29 8 H
29 9 H
29 10 N
29 11 N
29 12 N
29 13 H
29 14 T
29 15 H
29 16 H
29 17 T
29 18 N
29 19 T
29 20 N
29 21 N
29 22 N
29 23 N
29 24 N
29 25 T
29 26 T
29 27 N
29 28 N
29 29 H
29 30 H
29 31 N
29 32 N
29 33 B
29 34 N
29 35 H
29 36 T
29 37 N
29 38 N
29 39 T
29 40 H
29 41 N
29 42 B
29 43 N
29 44 N
29 45 T
29 46 N
29 47 N
29 48 N
29 49 T
29 50 N
30 1 T
30 2 T
30 3 T
30 4 H
30 5 N
30 6 N
30 7 T
30 8 N
30 9 N
30 10 T
30 11 N
30 12 B
30 13 H
30 14 H
30 15 N
30 16 N
30 17 N
30 18 N
30 19 T
30 20 T
30 21 N
30 22 N
30 23 H
30 24 T
30 25 N
30 26 T
30 27 N
30 28 H
30 29 N
30 30 H
30 31 B
30 32 N
30 33 N
30 34 N
30 35 N
30 36 N
30 37 H
30 38 N
30 39 N
30 40 N
30 41 N
30 42 T
30 43 N
30 44 N
30 45 B
30 46 N
30 47 H
30 48 N
30 49 H
30 50 B
31 1 H
31 2 H
31 3 N
31 4 T
31 5 N
31 6 N
31 7 N
31 8 T
31 9 T
31 10 T
31 11 H
31 12 N
31 13 N
31 14 N
31 15 N
31 16 H
31 17 N
31 18 N
31 19 N
31 20 N
31 21 B
31 22 N
31 23 B
31 24 N
31 25 N
31 26 T
31 27 T
31 28 N
31 29 H
31 30 H
31 31 N
31 32 N
31 33 N
31 34 N
31 35 N
31 36 N
31 37 H
31 38 H
31 39 N
31 40 B
31 41 H
31 42 H
31 43 H
31 44 N
31 45 N
31 46 T
31 47 N
31 48 T
31 49 T
31 50 H
32 1 N
32 2 N
32 3 H
32 4 T
32 5 T
32 6 H
32 7 H
32 8 N
32 9 B
32 10 N
32 11 B
32 12 H
32 13 H
32 14 N
32 15 B
32 16 N
32 17 H
32 18 H
32 19 H
32 20 N
32 21 B
32 22 N
32 23 N
32 24 N
32 25 N
32 26 N
32 27 T
32 28 N
32 29 T
32 30 N
32 31 N
32 32 N
32 33 N
32 34 H
32 35 N
32 36 B
32 37 H
32 38 N
32 39 N
32 40 N
32 41 N
32 42 N
32 43 T
32 44 H
32 45 B
32 46 H
32 47 N
32 48 T
32 49 H
32 50 N
33 1 T
33 2 H
33 3 T
33 4 H
33 5 N
33 6 N
33 7 N
33 8 H
33 9 B
33 10 T
33 11 B
33 12 H
33 13 N
33 14 B
33 15 T
33 16 T
33 17 H
33 18 N
33 19 B
33 20 H
33 21 H
33 22 N
33 23 T
33 24 B
33 25 N
33 26 H
33 27 N
33 28 N
33 29 N
33 30 N
33 31 N
33 32 B
33 33 T
33 34 H
33 35 T
33 36 N
33 37 B
33 38 N
33 39 T
33 40 N
33 41 N
33 42 N
33 43 N
33 44 N
33 45 N
33 46 B
33 47 N
33 48 T
33 49 N
33 50 N
34 1 H
34 2 H
34 3 N
34 4 H
34 5 B
34 6 N
34 7 T
34 8 T
34 9 T
34 10 T
34 11 H
34 12 T
34 13 H
34 14 N
34 15 H
34 16 N
34 17 N
34 18 N
34 19 T
34 20 T
34 21 T
34 22 B
34 23 N
34 24 N
34 25 B
34 26 N
34 27 N
34 28 N
34 29 H
34 30 N
34 31 N
34 32 T
34 33 N
34 34 T
34 35 T
34 36 T
34 37 H
34 38 N
34 39 T
34 40 T
34 41 N
34 42 T
34 43 T
34 44 N
34 45 N
34 46 N
34 47 T
34 48 N
34 49 N
34 50 T
35 1 N
35 2 N
35 3 T
35 4 H
35 5 N
35 6 H
35 7 N
35 8 H
35 9 N
35 10 T
35 11 H
35 12 N
35 13 T
35 14 N
35 15 N
35 16 H
35 17 H
35 18 B
35 19 H
35 20 N
35 21 B
35 22 B
35 23 N
35 24 N
35 25 N
35 26 H
35 27 B
35 28 N
35 29 N
35 30 N
35 31 N
35 32 N
35 33 N
35 34 N
35 35 N
35 36 H
35 37 N
35 38 H
35 39 N
35 40 T
35 41 T
35 42 N
35 43 B
35 44 N
35 45 N
35 46 T
35 47 T
35 48 H
35 49 N
35 50 N
36 1 T
36 2 N
36 3 N
36 4 T
36 5 N
36 6 N
36 7 T
36 8 N
36 9 N
36 10 H
36 11 N
36 12 N
36 13 N
36 14 H
36 15 T
36 16 N
36 17 N
36 18 T
36 19 N
36 20 N
36 21 H
36 22 T
36 23 N
36 24 N
36 25 T
36 26 H
36 27 T
36 28 T
36 29 H
36 30 N
36 31 B
36 32 N
36 33 B
36 34 T
36 35 N
36 36 N
36 37 H
36 38 H
36 39 N
36 40 T
36 41 N
36 42 T
36 43 H
36 44 H
36 45 T
36 46 T
36 47 H
36 48 H
36 49 N
36 50 N
37 1 N
37 2 N
37 3 N
37 4 B
37 5 N
37 6 T
37 7 N
37 8 N
37 9 T
37 10 N
37 11 N
37 12 N
37 13 H
37 14 N
37 15 N
37 16 N
37 17 N
37 18 N
37 19 B
37 20 B
37 21 N
37 22 N
37 23 T
37 24 H
37 25 T
37 26 H
37 27 H
37 28 T
37 29 H
37 30 T
37 31 B
37 32 H
37 33 N
37 34 T
37 35 N
37 36 N
37 37 N
37 38 N
37 39 N
37 40 N
37 41 N
37 42 N
37 43 B
37 44 T
37 45 T
37 46 H
37 47 N
37 48 B
37 49 T
37 50 B
38 1 B
38 2 N
38 3 H
38 4 T
38 5 N
38 6 N
38 7 H
38 8 B
38 9 N
38 10 N
38 11 B
38 12 T
38 13 T
38 14 T
38 15 N
38 16 B
38 17 H
38 18 N
38 19 N
38 20 N
38 21 N
38 22 N
38 23 T
38 24 T
38 25 T
38 26 B
38 27 T
38 28 B
38 29 H
38 30 H
38 31 N
38 32 T
38 33 T
38 34 N
38 35 N
38 36 H
38 37 N
38 38 N
38 39 T
38 40 B
38 41 T
38 42 H
38 43 T
38 44 B
38 45 N
38 46 N
38 47 B
38 48 T
38 49 B
38 50 N
39 1 N
39 2 N
39 3 T
39 4 B
39 5 N
39 6 N
39 7 T
39 8 N
39 9 T
39 10 B
39 11 N
39 12 B
39 13 H
39 14 B
39 15 T
39 16 N
39 17 T
39 18 N
39 19 N
39 20 N
39 21 N
39 22 N
39 23 B
39 24 N
39 25 N
39 26 B
39 27 H
39 28 H
39 29 H
39 30 T
39 31 N
39 32 B
39 33 N
39 34 H
39 35 T
39 36 N
39 37 N
39 38 T
39 39 T
39 40 H
39 41 N
39 42 N
39 43 N
39 44 H
39 45 N
39 46 N
39 47 N
39 48 N
39 49 N
39 50 N
40 1 N
40 2 N
40 3 H
40 4 T
40 5 H
40 6 N
40 7 N
40 8 H
40 9 H
40 10 T
40 11 B
40 12 N
40 13 H
40 14 N
40 15 H
40 16 N
40 17 T
40 18 T
40 19 N
40 20 H
40 21 N
40 22 T
40 23 T
40 24 N
40 25 N
40 26 B
40 27 T
40 28 N
40 29 H
40 30 N
40 31 N
40 32 N
40 33 N
40 34 N
40 35 N
40 36 H
40 37 N
40 38 B
40 39 H
40 40 B
40 41 T
40 42 N
40 43 B
40 44 T
40 45 N
40 46 H
40 47 N
40 48 T
40 49 H
40 50 B
41 1 T
41 2 N
41 3 N
41 4 B
41 5 H
41 6 B
41 7 N
41 8 N
41 9 H
41 10 N
41 11 N
41 12 N
41 13 N
41 14 B
41 15 N
41 16 N
41 17 T
41 18 N
41 19 T
41 20 N
41 21 N
41 22 B
41 23 T
41 24 N
41 25 N
41 26 H
41 27 N
41 28 N
41 29 N
41 30 B
41 31 N
41 32 N
41 33 T
41 34 T
41 35 H
41 36 T
41 37 N
41 38 N
41 39 N
41 40 N
41 41 H
41 42 H
41 43 N
41 44 H
41 45 N
41 46 B
41 47 B
41 48 N
41 49 H
41 50 T
42 1 N
42 2 N
42 3 N
42 4 H
42 5 N
42 6 B
42 7 B
42 8 H
42 9 T
42 10 H
42 11 N
42 12 B
42 13 H
42 14 N
42 15 N
42 16 H
42 17 N
42 18 T
42 19 H
42 20 N
42 21 N
42 22 N
42 23 T
42 24 B
42 25 H
42 26 N
42 27 T
42 28 T
42 29 N
42 30 N
42 31 T
42 32 N
42 33 T
42 34 H
42 35 T
42 36 B
42 37 N
42 38 N
42 39 T
42 40 N
42 41 B
42 42 N
42 43 T
42 44 B
42 45 N
42 46 H
42 47 N
42 48 N
42 49 H
42 50 N
43 1 N
43 2 T
43 3 N
43 4 B
43 5 T
43 6 N
43 7 H
43 8 H
43 9 H
43 10 H
43 11 B
43 12 N
43 13 T
43 14 T
43 15 T
43 16 N
43 17 T
43 18 T
43 19 T
43 20 N
43 21 H
43 22 N
43 23 H
43 24 N
43 25 T
43 26 H
43 27 N
43 28 N
43 29 H
43 30 N
43 31 N
43 32 N
43 33 N
43 34 N
43 35 H
43 36 T
43 37 B
43 38 H
43 39 N
43 40 N
43 41 N
43 42 H
43 43 N
43 44 H
43 45 B
43 46 N
43 47 N
43 48 B
43 49 N
43 50 N
44 1 B
44 2 H
44 3 N
44 4 B
44 5 N
44 6 N
44 7 H
44 8 H
44 9 N
44 10 T
44 11 N
44 12 T
44 13 N
44 14 N
44 15 H
44 16 H
44 17 T
44 18 N
44 19 T
44 20 H
44 21 T
44 22 T
44 23 N
44 24 T
44 25 N
44 26 T
44 27 N
44 28 N
44 29 B
44 30 N
44 31 T
44 32 N
44 33 N
44 34 N
44 35 N
44 36 H
44 37 H
44 38 N
44 39 H
44 40 N
44 41 N
44 42 B
44 43 N
44 44 N
44 45 B
44 46 T
44 47 N
44 48 N
44 49 T
44 50 N
45 1 N
45 2 H
45 3 N
45 4 N
45 5 H
45 6 T
45 7 N
45 8 H
45 9 T
45 10 T
45 11 T
45 12 N
45 13 N
45 14 N
45 15 B
45 16 H
45 17 H
45 18 N
45 19 N
45 20 H
45 21 N
45 22 N
45 23 B
45 24 N
45 25 N
45 26 H
45 27 B
45 28 N
45 29 H
45 30 T
45 31 T
45 32 H
45 33 N
45 34 N
45 35 H
45 36 N
45 37 B
45 38 T
45 39 H
45 40 N
45 41 N
45 42 N
45 43 N
45 44 H
45 45 H
45 46 N
45 47 N
45 48 N
45 49 N
45 50 N
46 1 N
46 2 T
46 3 N
46 4 N
46 5 T
46 6 H
46 7 N
46 8 N
46 9 T
46 10 H
46 11 T
46 12 N
46 13 N
46 14 H
46 15 T
46 16 N
46 17 B
46 18 N
46 19 H
46 20 T
46 21 T
46 22 H
46 23 N
46 24 N
46 25 B
46 26 T
46 27 N
46 28 N
46 29 N
46 30 B
46 31 N
46 32 N
46 33 T
46 34 B
46 35 N
46 36 N
46 37 B
46 38 N
46 39 N
46 40 T
46 41 N
46 42 H
46 43 N
46 44 T
46 45 H
46 46 T
46 47 N
46 48 N
46 49 B
46 50 T
47 1 N
47 2 B
47 3 N
47 4 N
47 5 H
47 6 N
47 7 H
47 8 N
47 9 B
47 10 N
47 11 B
47 12 H
47 13 N
47 14 H
47 15 N
47 16 B
47 17 N
47 18 N
47 19 N
47 20 N
47 21 N
47 22 N
47 23 T
47 24 B
47 25 H
47 26 T
47 27 T
47 28 B
47 29 N
47 30 N
47 31 N
47 32 N
