100 50
18 16 H
18 17 N
18 18 N
18 19 N
18 20 N
18 21 N
18 22 N
18 23 N
18 24 N
18 25 H
18 26 N
18 27 N
18 28 T
18 29 B
18 30 N
18 31 H
18 32 H
18 33 N
18 34 N
18 35 N
18 36 T
18 37 H
18 38 T
18 39 H
18 40 N
18 41 N
18 42 N
18 43 H
18 44 H
18 45 N
18 46 T
18 47 N
18 48 N
18 49 T
18 50 H
19 1 B
19 2 T
19 3 N
19 4 B
19 5 N
19 6 N
19 7 T
19 8 N
19 9 H
19 10 T
19 11 N
19 12 T
19 13 B
19 14 H
19 15 B
19 16 N
19 17 N
19 18 T
19 19 N
19 20 N
19 21 T
19 22 N
19 23 H
19 24 N
19 25 H
19 26 T
19 27 H
19 28 B
19 29 H
19 30 N
19 31 T
19 32 T
19 33 H
19 34 N
19 35 T
19 36 B
19 37 T
19 38 T
19 39 B
19 40 N
19 41 B
19 42 H
19 43 T
19 44 T
19 45 T
19 46 N
19 47 N
19 48 N
19 49 N
19 50 H
20 1 N
20 2 N
20 3 B
20 4 N
20 5 T
20 6 N
20 7 N
20 8 N
20 9 H
20 10 H
20 11 N
20 12 T
20 13 T
20 14 B
20 15 N
20 16 H
20 17 N
20 18 B
20 19 H
20 20 H
20 21 T
20 22 H
20 23 T
20 24 N
20 25 T
20 26 N
20 27 B
20 28 N
20 29 H
20 30 H
20 31 N
20 32 T
20 33 H
20 34 N
20 35 N
20 36 N
20 37 H
20 38 N
20 39 N
20 40 H
20 41 N
20 42 N
20 43 N
20 44 N
20 45 N
20 46 T
20 47 H
20 48 N
20 49 N
20 50 H
21 1 N
21 2 N
21 3 B
21 4 N
21 5 H
21 6 N
21 7 N
21 8 H
21 9 H
21 10 T
21 11 H
21 12 T
21 13 N
21 14 N
21 15 N
21 16 H
21 17 H
21 18 T
21 19 N
21 20 N
21 21 H
21 22 H
21 23 N
21 24 B
21 25 T
21 26 N
21 27 T
21 28 H
21 29 N
21 30 T
21 31 N
21 32 N
21 33 B
21 34 H
21 35 N
21 36 N
21 37 N
21 38 N
21 39 T
21 40 T
21 41 N
21 42 N
21 43 T
21 44 N
21 45 N
21 46 N
21 47 N
21 48 T
21 49 H
21 50 H
22 1 H
22 2 N
22 3 N
22 4 H
22 5 N
22 6 N
22 7 B
22 8 T
22 9 H
22 10 B
22 11 B
22 12 T
22 13 T
22 14 H
22 15 N
22 16 T
22 17 N
22 18 H
22 19 N
22 20 N
22 21 T
22 22 N
22 23 H
22 24 N
22 25 B
22 26 N
22 27 N
22 28 N
22 29 B
22 30 N
22 31 H
22 32 N
22 33 B
22 34 T
22 35 B
22 36 N
22 37 H
22 38 H
22 39 T
22 40 N
22 41 N
22 42 N
22 43 N
22 44 N
22 45 N
22 46 N
22 47 T
22 48 N
22 49 N
22 50 N
23 1 B
23 2 N
23 3 T
23 4 H
23 5 T
23 6 N
23 7 T
23 8 N
23 9 N
23 10 H
23 11 N
23 12 N
23 13 N
23 14 N
23 15 N
23 16 N
23 17 N
23 18 N
23 19 H
23 20 H
23 21 N
23 22 N
23 23 N
23 24 T
23 25 T
23 26 T
23 27 N
23 28 H
23 29 N
23 30 T
23 31 N
23 32 H
23 33 T
23 34 N
23 35 H
23 36 N
23 37 H
23 38 T
23 39 N
23 40 N
23 41 T
23 42 H
23 43 N
23 44 N
23 45 N
23 46 N
23 47 N
23 48 N
23 49 N
23 50 N
24 1 H
24 2 T
24 3 B
24 4 N
24 5 B
24 6 N
24 7 H
24 8 B
24 9 N
24 10 N
24 11 N
24 12 N
24 13 H
24 14 B
24 15 N
24 16 T
24 17 N
24 18 T
24 19 N
24 20 N
24 21 H
24 22 B
24 23 B
24 24 T
24 25 N
24 26 B
24 27 T
24 28 T
24 29 N
24 30 B
24 31 N
24 32 N
24 33 N
24 34 N
24 35 B
24 36 H
24 37 N
24 38 B
24 39 H
24 40 N
24 41 N
24 42 N
24 43 N
24 44 B
24 45 H
24 46 N
24 47 H
24 48 B
24 49 B
24 50 B
25 1 H
25 2 B
25 3 N
25 4 N
25 5 H
25 6 T
25 7 H
25 8 H
25 9 T
25 10 N
25 11 T
25 12 N
25 13 H
25 14 N
25 15 H
25 16 N
25 17 T
25 18 T
25 19 H
25 20 H
25 21 H
25 22 N
25 23 T
25 24 N
25 25 B
25 26 N
25 27 N
25 28 N
25 29 T
25 30 N
25 31 N
25 32 T
25 33 T
25 34 T
25 35 N
25 36 H
25 37 H
25 38 H
25 39 N
25 40 N
25 41 B
25 42 H
25 43 N
25 44 H
25 45 N
25 46 N
25 47 N
25 48 N
25 49 N
25 50 N
26 1 H
26 2 N
26 3 N
26 4 H
26 5 B
26 6 N
26 7 N
26 8 N
26 9 N
26 10 N
26 11 N
26 12 N
26 13 N
26 14 H
26 15 N
26 16 N
26 17 N
26 18 H
26 19 H
26 20 T
26 21 T
26 22 B
26 23 N
26 24 N
26 25 T
26 26 H
26 27 T
26 28 T
26 29 N
26 30 N
26 31 N
26 32 N
26 33 B
26 34 N
26 35 B
26 36 T
26 37 N
26 38 T
26 39 T
26 40 B
26 41 N
26 42 H
26 43 T
26 44 B
26 45 N
26 46 T
26 47 N
26 48 T
26 49 B
26 50 B
27 1 N
27 2 T
27 3 T
27 4 T
27 5 T
27 6 N
27 7 N
27 8 N
27 9 T
27 10 N
27 11 H
27 12 H
27 13 H
27 14 T
27 15 N
27 16 N
27 17 N
27 18 B
27 19 N
27 20 N
27 21 N
27 22 N
27 23 B
27 24 H
27 25 N
27 26 T
27 27 T
27 28 T
27 29 N
27 30 B
27 31 N
27 32 N
27 33 T
27 34 N
27 35 T
27 36 N
27 37 N
27 38 N
27 39 N
27 40 H
27 41 N
27 42 T
27 43 N
27 44 T
27 45 N
27 46 H
27 47 T
27 48 B
27 49 N
27 50 B
28 1 N
28 2 N
28 3 N
28 4 N
28 5 B
28 6 N
28 7 N
28 8 N
28 9 N
28 10 N
28 11 T
28 12 T
28 13 N
28 14 B
28 15 N
28 16 N
28 17 H
28 18 N
28 19 T
28 20 N
28 21 H
28 22 T
28 23 N
28 24 T
28 25 N
28 26 B
28 27 N
28 28 N
28 29 T
28 30 T
28 31 B
28 32 N
28 33 H
28 34 N
28 35 H
28 36 H
28 37 N
28 38 H
28 39 N
28 40 H
28 41 N
28 42 T
28 43 N
28 44 H
28 45 N
28 46 N
28 47 N
28 48 N
28 49 N
28 50 N
29 1 N
29 2 N
29 3 T
29 4 T
29 5 H
29 6 N
29 7 N
29 8 N
29 9 N
29 10 H
29 11 N
29 12 N
29 13 N
29 14 H
29 15 N
29 16 B
29 17 B
29 18 N
29 19 N
29 20 N
29 21 N
29 22 N
29 23 T
29 24 H
29 25 N
29 26 H
29 27 T
29 28 N
29 29 N
29 30 N
29 31 H
29 32 H
29 33 N
29 34 N
29 35 N
29 36 N
29 37 B
29 38 T
29 39 H
29 40 T
29 41 N
29 42 T
29 43 N
29 44 N
29 45 H
29 46 B
29 47 N
29 48 N
29 49 T
29 50 N
30 1 T
30 2 N
30 3 H
30 4 B
30 5 N
30 6 N
30 7 N
30 8 H
30 9 N
30 10 N
30 11 N
30 12 T
30 13 B
30 14 T
30 15 N
30 16 B
30 17 T
30 18 N
30 19 N
30 20 H
30 21 B
30 22 N
30 23 N
30 24 N
30 25 N
30 26 H
30 27 B
30 28 N
30 29 N
30 30 N
30 31 N
30 32 N
30 33 H
30 34 N
30 35 H
30 36 B
30 37 H
30 38 N
30 39 N
30 40 N
30 41 B
30 42 H
30 43 N
30 44 T
30 45 H
30 46 T
30 47 B
30 48 B
30 49 H
30 50 N
31 1 N
31 2 T
31 3 N
31 4 N
31 5 T
31 6 N
31 7 N
31 8 N
31 9 N
31 10 T
31 11 T
31 12 N
31 13 N
31 14 N
31 15 N
31 16 N
31 17 N
31 18 H
31 19 B
31 20 T
31 21 T
31 22 B
31 23 N
31 24 H
31 25 H
31 26 T
31 27 T
31 28 B
31 29 N
31 30 H
31 31 T
31 32 N
31 33 B
31 34 N
31 35 H
31 36 N
31 37 B
31 38 B
31 39 H
31 40 T
31 41 H
31 42 H
31 43 H
31 44 N
31 45 T
31 46 H
31 47 N
31 48 H
31 49 N
31 50 N
32 1 T
32 2 T
32 3 H
32 4 N
32 5 T
32 6 N
32 7 T
32 8 N
32 9 N
32 10 H
32 11 T
32 12 N
32 13 H
32 14 T
32 15 N
32 16 H
32 17 N
32 18 H
32 19 H
32 20 N
32 21 T
32 22 T
32 23 N
32 24 T
32 25 H
32 26 N
32 27 N
32 28 H
32 29 N
32 30 T
32 31 N
32 32 N
32 33 N
32 34 H
32 35 T
32 36 N
32 37 N
32 38 N
32 39 N
32 40 T
32 41 H
32 42 B
32 43 T
32 44 T
32 45 N
32 46 N
32 47 T
32 48 T
32 49 N
32 50 T
33 1 H
33 2 H
33 3 N
33 4 N
33 5 T
33 6 N
33 7 T
33 8 T
33 9 T
33 10 N
33 11 N
33 12 N
33 13 N
33 14 N
33 15 H
33 16 N
33 17 N
33 18 N
33 19 N
33 20 T
33 21 N
33 22 N
33 23 H
33 24 N
33 25 H
33 26 N
33 27 N
33 28 N
33 29 H
33 30 H
33 31 H
33 32 N
33 33 H
33 34 T
33 35 N
33 36 N
33 37 H
33 38 N
33 39 N
33 40 H
33 41 N
33 42 H
33 43 T
33 44 H
33 45 N
33 46 H
33 47 N
33 48 N
33 49 H
33 50 B
34 1 H
34 2 H
34 3 N
34 4 T
34 5 N
34 6 T
34 7 H
34 8 N
34 9 N
34 10 T
34 11 N
34 12 H
34 13 H
34 14 N
34 15 B
34 16 N
34 17 T
34 18 H
34 19 T
34 20 T
34 21 N
34 22 N
34 23 N
34 24 H
34 25 N
34 26 H
34 27 N
34 28 H
34 29 H
34 30 N
34 31 T
34 32 N
34 33 N
34 34 T
34 35 H
34 36 T
34 37 N
34 38 N
34 39 H
34 40 H
34 41 T
34 42 T
34 43 N
34 44 N
34 45 N
34 46 H
34 47 N
34 48 N
34 49 N
34 50 T
35 1 N
35 2 N
35 3 H
35 4 N
35 5 H
35 6 H
35 7 B
35 8 N
35 9 N
35 10 N
35 11 T
35 12 N
35 13 H
35 14 H
35 15 N
35 16 N
35 17 H
35 18 N
35 19 T
35 20 N
35 21 B
35 22 N
35 23 N
35 24 N
35 25 B
35 26 N
35 27 N
35 28 T
35 29 T
35 30 T
35 31 T
35 32 N
35 33 N
35 34 N
35 35 N
35 36 H
35 37 N
35 38 T
35 39 T
35 40 N
35 41 N
35 42 N
35 43 H
35 44 H
35 45 N
35 46 N
35 47 N
35 48 B
35 49 B
35 50 N
36 1 N
36 2 B
36 3 N
36 4 N
36 5 N
36 6 B
36 7 N
36 8 N
36 9 N
36 10 H
36 11 N
36 12 N
36 13 T
36 14 T
36 15 B
36 16 T
36 17 T
36 18 T
36 19 B
36 20 T
36 21 N
36 22 H
36 23 B
36 24 T
36 25 H
36 26 N
36 27 T
36 28 H
36 29 N
36 30 T
36 31 H
36 32 H
36 33 N
36 34 T
36 35 N
36 36 N
36 37 N
36 38 H
36 39 T
36 40 T
36 41 H
36 42 H
36 43 N
36 44 H
36 45 T
36 46 N
36 47 N
36 48 H
36 49 N
36 50 N
37 1 T
37 2 H
37 3 B
37 4 H
37 5 B
37 6 T
37 7 N
37 8 N
37 9 T
37 10 H
37 11 B
37 12 H
37 13 B
37 14 N
37 15 N
37 16 T
37 17 B
37 18 H
37 19 T
37 20 N
37 21 H
37 22 B
37 23 T
37 24 N
37 25 H
37 26 N
37 27 T
37 28 N
37 29 N
37 30 H
37 31 N
37 32 N
37 33 N
37 34 T
37 35 N
37 36 N
37 37 N
37 38 N
37 39 T
37 40 H
37 41 N
37 42 N
37 43 T
37 44 N
37 45 H
37 46 N
37 47 T
37 48 N
37 49 H
37 50 N
38 1 H
38 2 H
38 3 N
38 4 N
38 5 B
38 6 N
38 7 N
38 8 T
38 9 T
38 10 N
38 11 N
38 12 T
38 13 B
38 14 H
38 15 N
38 16 B
38 17 N
38 18 N
38 19 N
38 20 N
38 21 H
38 22 T
38 23 H
38 24 N
38 25 N
38 26 N
38 27 N
38 28 N
38 29 T
38 30 H
38 31 H
38 32 H
38 33 N
38 34 N
38 35 H
38 36 H
38 37 T
38 38 B
38 39 H
38 40 N
38 41 N
38 42 H
38 43 N
38 44 B
38 45 T
38 46 N
38 47 T
38 48 N
38 49 T
38 50 H
39 1 H
39 2 T
39 3 H
39 4 H
39 5 N
39 6 T
39 7 N
39 8 T
39 9 T
39 10 N
39 11 B
39 12 T
39 13 N
39 14 N
39 15 T
39 16 N
39 17 B
39 18 N
39 19 N
39 20 N
39 21 B
39 22 N
39 23 N
39 24 N
39 25 N
39 26 T
39 27 B
39 28 N
39 29 T
39 30 N
39 31 B
39 32 N
39 33 B
39 34 T
39 35 T
39 36 T
39 37 H
39 38 N
39 39 N
39 40 H
39 41 B
39 42 H
39 43 H
39 44 H
39 45 T
39 46 T
39 47 N
39 48 N
39 49 N
39 50 N
40 1 H
40 2 N
40 3 B
40 4 T
40 5 H
40 6 N
40 7 H
40 8 T
40 9 B
40 10 N
40 11 N
40 12 N
40 13 N
40 14 T
40 15 N
40 16 T
40 17 T
40 18 H
40 19 N
40 20 H
40 21 H
40 22 T
40 23 H
40 24 T
40 25 N
40 26 H
40 27 N
40 28 N
40 29 N
40 30 N
40 31 T
40 32 N
40 33 N
40 34 N
40 35 B
40 36 H
40 37 N
40 38 T
40 39 N
40 40 N
40 41 H
40 42 T
40 43 T
40 44 N
40 45 N
40 46 B
40 47 N
40 48 N
40 49 N
40 50 N
41 1 N
41 2 T
41 3 N
41 4 N
41 5 B
41 6 N
41 7 T
41 8 B
41 9 B
41 10 T
41 11 N
41 12 N
41 13 N
41 14 N
41 15 N
41 16 T
41 17 N
41 18 N
41 19 T
41 20 N
41 21 B
41 22 N
41 23 N
41 24 T
41 25 N
41 26 H
41 27 B
41 28 N
41 29 N
41 30 H
41 31 H
41 32 N
41 33 N
41 34 T
41 35 N
41 36 N
41 37 T
41 38 N
41 39 N
41 40 T
41 41 H
41 42 H
41 43 T
41 44 H
41 45 N
41 46 H
41 47 H
41 48 N
41 49 N
41 50 N
42 1 N
42 2 T
42 3 N
42 4 H
42 5 B
42 6 N
42 7 B
42 8 B
42 9 N
42 10 N
42 11 N
42 12 T
42 13 N
42 14 T
42 15 H
42 16 T
42 17 T
42 18 N
42 19 N
42 20 N
42 21 H
42 22 H
42 23 B
42 24 N
42 25 H
42 26 N
42 27 N
42 28 T
42 29 N
42 30 T
42 31 N
42 32 N
42 33 N
42 34 T
42 35 T
42 36 N
42 37 H
42 38 B
42 39 T
42 40 B
42 41 N
42 42 B
42 43 N
42 44 B
42 45 N
42 46 H
42 47 T
42 48 B
42 49 T
42 50 N
43 1 N
43 2 T
43 3 T
43 4 H
43 5 N
43 6 B
43 7 T
43 8 B
43 9 N
43 10 N
43 11 B
43 12 B
43 13 N
43 14 B
43 15 T
43 16 T
43 17 H
43 18 N
43 19 N
43 20 N
43 21 T
43 22 T
43 23 N
43 24 N
43 25 N
43 26 T
43 27 N
43 28 N
43 29 B
43 30 N
43 31 H
43 32 N
43 33 N
43 34 N
43 35 H
43 36 N
43 37 H
43 38 N
43 39 N
43 40 T
43 41 T
43 42 N
43 43 T
43 44 H
43 45 N
43 46 N
43 47 B
43 48 N
43 49 N
43 50 N
44 1 N
44 2 N
44 3 N
44 4 N
44 5 B
44 6 T
44 7 H
44 8 B
44 9 N
44 10 T
44 11 B
44 12 N
44 13 N
44 14 T
44 15 T
44 16 N
44 17 N
44 18 N
44 19 H
44 20 H
44 21 H
44 22 T
44 23 B
44 24 H
44 25 H
44 26 N
44 27 H
44 28 T
44 29 H
44 30 N
44 31 N
44 32 H
44 33 N
44 34 H
44 35 H
44 36 N
44 37 T
44 38 N
44 39 N
44 40 N
44 41 N
44 42 H
44 43 N
44 44 N
44 45 H
44 46 T
44 47 N
44 48 H
44 49 N
44 50 T
45 1 N
45 2 N
45 3 N
45 4 H
45 5 N
45 6 N
45 7 N
45 8 N
45 9 N
45 10 N
45 11 N
45 12 T
45 13 N
45 14 N
45 15 N
45 16 N
45 17 N
45 18 B
45 19 N
45 20 N
45 21 T
45 22 H
45 23 T
45 24 N
45 25 T
45 26 T
45 27 T
45 28 N
45 29 N
45 30 T
45 31 N
45 32 N
45 33 B
45 34 N
45 35 N
45 36 B
45 37 T
45 38 T
45 39 H
45 40 H
45 41 T
45 42 B
45 43 T
45 44 N
45 45 N
45 46 N
45 47 H
45 48 N
45 49 T
45 50 N
46 1 H
46 2 N
46 3 N
46 4 N
46 5 T
46 6 N
46 7 H
46 8 N
46 9 H
46 10 N
46 11 H
46 12 N
46 13 B
46 14 N
46 15 N
46 16 H
46 17 H
46 18 T
46 19 N
46 20 N
46 21 T
46 22 N
46 23 T
46 24 T
46 25 H
46 26 H
46 27 B
46 28 H
46 29 H
46 30 N
46 31 T
46 32 H
46 33 T
46 34 N
46 35 N
46 36 T
46 37 T
46 38 N
46 39 N
46 40 N
46 41 B
46 42 N
46 43 N
46 44 N
46 45 N
46 46 H
46 47 B
46 48 H
46 49 H
46 50 N
47 1 N
47 2 H
47 3 T
47 4 N
47 5 N
47 6 N
47 7 N
47 8 N
47 9 B
47 10 N
47 11 H
47 12 T
47 13 H
47 14 H
47 15 H
47 16 T
47 17 N
47 18 N
47 19 T
47 20 N
47 21 N
47 22 T
47 23 N
47 24 H
47 25 T
47 26 N
47 27 T
47 28 N
47 29 H
47 30 N
47 31 N
47 32 H
