100 50
17 45 H
17 46 B
17 47 H
17 48 N
17 49 N
17 50 N
18 1 H
18 2 N
18 3 T
18 4 H
18 5 N
18 6 H
18 7 N
18 8 N
18 9 N
18 10 N
18 11 N
18 12 N
18 13 T
18 14 N
18 15 H
18 16 T
18 17 H
18 18 T
18 19 N
18 20 N
18 21 N
18 22 H
18 23 N
18 24 N
18 25 N
18 26 H
18 27 N
18 28 N
18 29 N
18 30 N
18 31 B
18 32 N
18 33 H
18 34 N
18 35 T
18 36 B
18 37 H
18 38 N
18 39 N
18 40 N
18 41 T
18 42 H
18 43 N
18 44 T
18 45 N
18 46 B
18 47 N
18 48 H
18 49 N
18 50 N
19 1 H
19 2 N
19 3 H
19 4 N
19 5 H
19 6 H
19 7 T
19 8 N
19 9 N
19 10 H
19 11 N
19 12 H
19 13 N
19 14 H
19 15 N
19 16 N
19 17 N
19 18 N
19 19 H
19 20 N
19 21 H
19 22 N
19 23 H
19 24 T
19 25 B
19 26 N
19 27 T
19 28 N
19 29 N
19 30 H
19 31 T
19 32 N
19 33 H
19 34 N
19 35 N
19 36 N
19 37 B
19 38 B
19 39 N
19 40 T
19 41 N
19 42 N
19 43 N
19 44 B
19 45 B
19 46 T
19 47 T
19 48 T
19 49 N
19 50 B
20 1 H
20 2 T
20 3 N
20 4 N
20 5 N
20 6 B
20 7 H
20 8 B
20 9 B
20 10 T
20 11 N
20 12 H
20 13 H
20 14 N
20 15 H
20 16 N
20 17 T
20 18 N
20 19 T
20 20 H
20 21 N
20 22 N
20 23 B
20 24 H
20 25 N
20 26 N
20 27 H
20 28 N
20 29 N
20 30 T
20 31 N
20 32 N
20 33 N
20 34 N
20 35 B
20 36 N
20 37 N
20 38 B
20 39 N
20 40 T
20 41 N
20 42 N
20 43 N
20 44 N
20 45 N
20 46 N
20 47 T
20 48 N
20 49 H
20 50 H
21 1 T
21 2 H
21 3 T
21 4 N
21 5 N
21 6 H
21 7 N
21 8 N
21 9 N
21 10 T
21 11 H
21 12 N
21 13 N
21 14 N
21 15 B
21 16 N
21 17 T
21 18 N
21 19 B
21 20 N
21 21 H
21 22 T
21 23 T
21 24 N
21 25 N
21 26 N
21 27 H
21 28 T
21 29 N
21 30 N
21 31 N
21 32 T
21 33 T
21 34 H
21 35 H
21 36 N
21 37 T
21 38 N
21 39 T
21 40 T
21 41 N
21 42 H
21 43 T
21 44 N
21 45 T
21 46 B
21 47 N
21 48 N
21 49 H
21 50 B
22 1 N
22 2 H
22 3 N
22 4 N
22 5 B
22 6 N
22 7 N
22 8 B
22 9 N
22 10 B
22 11 N
22 12 N
22 13 B
22 14 T
22 15 N
22 16 H
22 17 T
22 18 H
22 19 N
22 20 N
22 21 N
22 22 T
22 23 T
22 24 H
22 25 H
22 26 N
22 27 T
22 28 N
22 29 N
22 30 N
22 31 N
22 32 N
22 33 N
22 34 N
22 35 T
22 36 N
22 37 N
22 38 N
22 39 B
22 40 T
22 41 N
22 42 B
22 43 N
22 44 N
22 45 N
22 46 N
22 47 N
22 48 B
22 49 T
22 50 H
23 1 H
23 2 H
23 3 H
23 4 T
23 5 H
23 6 N
23 7 N
23 8 H
23 9 N
23 10 T
23 11 N
23 12 T
23 13 N
23 14 N
23 15 N
23 16 N
23 17 H
23 18 T
23 19 N
23 20 H
23 21 T
23 22 N
23 23 H
23 24 N
23 25 N
23 26 N
23 27 N
23 28 B
23 29 N
23 30 H
23 31 N
23 32 N
23 33 B
23 34 N
23 35 H
23 36 N
23 37 T
23 38 N
23 39 H
23 40 N
23 41 N
23 42 H
23 43 N
23 44 N
23 45 T
23 46 H
23 47 N
23 48 B
23 49 H
23 50 N
24 1 N
24 2 N
24 3 N
24 4 N
24 5 H
24 6 T
24 7 H
24 8 N
24 9 H
24 10 T
24 11 H
24 12 B
24 13 H
24 14 N
24 15 N
24 16 N
24 17 B
24 18 N
24 19 T
24 20 N
24 21 N
24 22 N
24 23 T
24 24 N
24 25 N
24 26 H
24 27 B
24 28 T
24 29 H
24 30 B
24 31 T
24 32 B
24 33 N
24 34 T
24 35 N
24 36 T
24 37 B
24 38 N
24 39 N
24 40 N
24 41 N
24 42 N
24 43 T
24 44 B
24 45 N
24 46 H
24 47 B
24 48 N
24 49 N
24 50 N
25 1 N
25 2 H
25 3 N
25 4 T
25 5 H
25 6 N
25 7 H
25 8 N
25 9 H
25 10 N
25 11 B
25 12 N
25 13 N
25 14 H
25 15 N
25 16 N
25 17 N
25 18 N
25 19 H
25 20 N
25 21 T
25 22 T
25 23 T
25 24 N
25 25 H
25 26 T
25 27 T
25 28 B
25 29 N
25 30 N
25 31 N
25 32 N
25 33 B
25 34 N
25 35 N
25 36 H
25 37 N
25 38 N
25 39 N
25 40 T
25 41 N
25 42 N
25 43 N
25 44 T
25 45 N
25 46 N
25 47 N
25 48 T
25 49 T
25 50 N
26 1 N
26 2 N
26 3 N
26 4 T
26 5 T
26 6 H
26 7 T
26 8 N
26 9 N
26 10 H
26 11 N
26 12 N
26 13 H
26 14 N
26 15 N
26 16 H
26 17 N
26 18 N
26 19 N
26 20 N
26 21 T
26 22 N
26 23 N
26 24 T
26 25 N
26 26 T
26 27 T
26 28 N
26 29 N
26 30 N
26 31 N
26 32 N
26 33 H
26 34 N
26 35 N
26 36 B
26 37 N
26 38 N
26 39 T
26 40 B
26 41 N
26 42 N
26 43 T
26 44 T
26 45 N
26 46 H
26 47 N
26 48 N
26 49 N
26 50 N
27 1 N
27 2 N
27 3 N
27 4 N
27 5 T
27 6 N
27 7 T
27 8 H
27 9 N
27 10 T
27 11 H
27 12 T
27 13 H
27 14 T
27 15 T
27 16 N
27 17 H
27 18 H
27 19 N
27 20 N
27 21 T
27 22 T
27 23 N
27 24 N
27 25 N
27 26 H
27 27 H
27 28 H
27 29 H
27 30 N
27 31 H
27 32 N
27 33 H
27 34 N
27 35 H
27 36 N
27 37 H
27 38 H
27 39 T
27 40 N
27 41 H
27 42 T
27 43 T
27 44 N
27 45 H
27 46 H
27 47 H
27 48 H
27 49 N
27 50 N
28 1 N
28 2 N
28 3 N
28 4 T
28 5 N
28 6 H
28 7 T
28 8 N
28 9 N
28 10 N
28 11 N
28 12 T
28 13 N
28 14 N
28 15 N
28 16 N
28 17 N
28 18 N
28 19 H
28 20 T
28 21 N
28 22 N
28 23 T
28 24 H
28 25 H
28 26 H
28 27 N
28 28 N
28 29 N
28 30 H
28 31 N
28 32 N
28 33 H
28 34 H
28 35 N
28 36 T
28 37 H
28 38 H
28 39 N
28 40 N
28 41 B
28 42 N
28 43 T
28 44 H
28 45 B
28 46 T
28 47 N
28 48 B
28 49 N
28 50 N
29 1 H
29 2 T
29 3 H
29 4 N
29 5 N
29 6 B
29 7 N
29 8 T
29 9 N
29 10 B
29 11 T
29 12 N
29 13 N
29 14 N
29 15 H
29 16 B
29 17 N
29 18 B
29 19 N
29 20 N
29 21 H
29 22 T
29 23 B
29 24 N
29 25 N
29 26 B
29 27 H
29 28 T
29 29 H
29 30 N
29 31 N
29 32 T
29 33 N
29 34 H
29 35 T
29 36 N
29 37 N
29 38 B
29 39 T
29 40 N
29 41 T
29 42 T
29 43 T
29 44 N
29 45 N
29 46 N
29 47 N
29 48 T
29 49 B
29 50 N
30 1 N
30 2 T
30 3 B
30 4 N
30 5 H
30 6 H
30 7 N
30 8 H
30 9 T
30 10 H
30 11 N
30 12 H
30 13 N
30 14 T
30 15 H
30 16 H
30 17 H
30 18 N
30 19 T
30 20 N
30 21 T
30 22 H
30 23 H
30 24 N
30 25 N
30 26 N
30 27 N
30 28 B
30 29 T
30 30 N
30 31 H
30 32 T
30 33 N
30 34 N
30 35 N
30 36 N
30 37 B
30 38 H
30 39 H
30 40 N
30 41 N
30 42 N
30 43 N
30 44 N
30 45 N
30 46 T
30 47 B
30 48 N
30 49 N
30 50 N
31 1 T
31 2 N
31 3 T
31 4 H
31 5 N
31 6 N
31 7 B
31 8 N
31 9 T
31 10 N
31 11 N
31 12 N
31 13 H
31 14 N
31 15 T
31 16 T
31 17 N
31 18 N
31 19 H
31 20 T
31 21 N
31 22 N
31 23 B
31 24 N
31 25 N
31 26 T
31 27 B
31 28 H
31 29 H
31 30 N
31 31 N
31 32 N
31 33 H
31 34 H
31 35 N
31 36 N
31 37 N
31 38 N
31 39 N
31 40 N
31 41 N
31 42 T
31 43 H
31 44 N
31 45 N
31 46 H
31 47 H
31 48 H
31 49 B
31 50 N
32 1 B
32 2 N
32 3 B
32 4 T
32 5 T
32 6 T
32 7 B
32 8 H
32 9 T
32 10 N
32 11 N
32 12 N
32 13 N
32 14 T
32 15 H
32 16 H
32 17 T
32 18 T
32 19 N
32 20 N
32 21 B
32 22 N
32 23 T
32 24 T
32 25 N
32 26 B
32 27 N
32 28 T
32 29 N
32 30 N
32 31 B
32 32 N
32 33 N
32 34 B
32 35 H
32 36 N
32 37 T
32 38 B
32 39 N
32 40 H
32 41 N
32 42 N
32 43 H
32 44 T
32 45 H
32 46 T
32 47 H
32 48 B
32 49 B
32 50 B
33 1 B
33 2 N
33 3 N
33 4 T
33 5 T
33 6 H
33 7 N
33 8 N
33 9 T
33 10 B
33 11 H
33 12 N
33 13 H
33 14 H
33 15 N
33 16 N
33 17 N
33 18 H
33 19 N
33 20 N
33 21 H
33 22 N
33 23 N
33 24 N
33 25 N
33 26 B
33 27 N
33 28 N
33 29 N
33 30 T
33 31 H
33 32 N
33 33 T
33 34 N
33 35 H
33 36 N
33 37 H
33 38 N
33 39 N
33 40 H
33 41 N
33 42 N
33 43 H
33 44 N
33 45 N
33 46 N
33 47 H
33 48 H
33 49 T
33 50 T
34 1 T
34 2 B
34 3 H
34 4 H
34 5 T
34 6 T
34 7 T
34 8 T
34 9 H
34 10 N
34 11 N
34 12 H
34 13 T
34 14 N
34 15 T
34 16 H
34 17 N
34 18 T
34 19 N
34 20 H
34 21 T
34 22 N
34 23 N
34 24 N
34 25 H
34 26 N
34 27 T
34 28 H
34 29 B
34 30 T
34 31 N
34 32 H
34 33 N
34 34 H
34 35 N
34 36 H
34 37 B
34 38 B
34 39 N
34 40 H
34 41 N
34 42 N
34 43 B
34 44 H
34 45 H
34 46 N
34 47 N
34 48 N
34 49 N
34 50 B
35 1 N
35 2 N
35 3 N
35 4 N
35 5 T
35 6 N
35 7 H
35 8 T
35 9 N
35 10 T
35 11 N
35 12 N
35 13 H
35 14 N
35 15 N
35 16 T
35 17 T
35 18 N
35 19 B
35 20 N
35 21 T
35 22 T
35 23 T
35 24 H
35 25 N
35 26 N
35 27 N
35 28 B
35 29 H
35 30 N
35 31 N
35 32 N
35 33 T
35 34 N
35 35 H
35 36 N
35 37 H
35 38 N
35 39 H
35 40 N
35 41 N
35 42 N
35 43 N
35 44 T
35 45 H
35 46 N
35 47 T
35 48 T
35 49 H
35 50 N
36 1 T
36 2 T
36 3 N
36 4 N
36 5 N
36 6 N
36 7 H
36 8 N
36 9 H
36 10 B
36 11 N
36 12 T
36 13 N
36 14 T
36 15 H
36 16 T
36 17 N
36 18 B
36 19 H
36 20 H
36 21 T
36 22 B
36 23 T
36 24 N
36 25 H
36 26 T
36 27 H
36 28 N
36 29 N
36 30 T
36 31 N
36 32 T
36 33 T
36 34 N
36 35 T
36 36 H
36 37 H
36 38 T
36 39 T
36 40 T
36 41 H
36 42 H
36 43 H
36 44 T
36 45 H
36 46 T
36 47 N
36 48 H
36 49 N
36 50 N
37 1 N
37 2 N
37 3 H
37 4 N
37 5 N
37 6 B
37 7 N
37 8 N
37 9 T
37 10 T
37 11 N
37 12 N
37 13 H
37 14 H
37 15 T
37 16 N
37 17 N
37 18 N
37 19 N
37 20 N
37 21 N
37 22 N
37 23 T
37 24 N
37 25 T
37 26 T
37 27 H
37 28 N
37 29 N
37 30 N
37 31 T
37 32 T
37 33 N
37 34 H
37 35 N
37 36 T
37 37 H
37 38 N
37 39 H
37 40 N
37 41 N
37 42 N
37 43 H
37 44 T
37 45 N
37 46 H
37 47 N
37 48 H
37 49 B
37 50 N
38 1 T
38 2 N
38 3 T
38 4 H
38 5 H
38 6 N
38 7 N
38 8 N
38 9 H
38 10 N
38 11 B
38 12 T
38 13 N
38 14 H
38 15 T
38 16 H
38 17 N
38 18 N
38 19 N
38 20 N
38 21 N
38 22 N
38 23 H
38 24 N
38 25 B
38 26 T
38 27 T
38 28 N
38 29 N
38 30 N
38 31 T
38 32 N
38 33 H
38 34 N
38 35 N
38 36 N
38 37 H
38 38 N
38 39 N
38 40 N
38 41 B
38 42 H
38 43 B
38 44 T
38 45 T
38 46 N
38 47 N
38 48 T
38 49 T
38 50 N
39 1 T
39 2 N
39 3 N
39 4 B
39 5 H
39 6 N
39 7 H
39 8 N
39 9 N
39 10 T
39 11 N
39 12 N
39 13 N
39 14 H
39 15 T
39 16 T
39 17 B
39 18 N
39 19 N
39 20 B
39 21 T
39 22 T
39 23 T
39 24 N
39 25 N
39 26 N
39 27 N
39 28 N
39 29 H
39 30 N
39 31 N
39 32 N
39 33 H
39 34 T
39 35 B
39 36 N
39 37 H
39 38 B
39 39 H
39 40 N
39 41 T
39 42 N
39 43 N
39 44 N
39 45 N
39 46 H
39 47 T
39 48 T
39 49 T
39 50 N
40 1 N
40 2 H
40 3 T
40 4 N
40 5 N
40 6 N
40 7 N
40 8 N
40 9 N
40 10 T
40 11 N
40 12 N
40 13 N
40 14 N
40 15 H
40 16 N
40 17 N
40 18 N
40 19 N
40 20 H
40 21 T
40 22 N
40 23 H
40 24 H
40 25 B
40 26 N
40 27 H
40 28 H
40 29 T
40 30 N
40 31 N
40 32 B
40 33 H
40 34 H
40 35 N
40 36 B
40 37 N
40 38 T
40 39 N
40 40 N
40 41 N
40 42 T
40 43 N
40 44 H
40 45 H
40 46 H
40 47 B
40 48 H
40 49 B
40 50 B
41 1 N
41 2 N
41 3 H
41 4 H
41 5 N
41 6 H
41 7 N
41 8 N
41 9 B
41 10 N
41 11 N
41 12 N
41 13 B
41 14 N
41 15 N
41 16 N
41 17 H
41 18 H
41 19 N
41 20 H
41 21 N
41 22 B
41 23 T
41 24 N
41 25 T
41 26 N
41 27 H
41 28 T
41 29 N
41 30 N
41 31 H
41 32 N
41 33 N
41 34 N
41 35 N
41 36 H
41 37 N
41 38 N
41 39 N
41 40 N
41 41 H
41 42 T
41 43 T
41 44 T
41 45 N
41 46 N
41 47 N
41 48 H
41 49 B
41 50 N
42 1 B
42 2 B
42 3 T
42 4 N
42 5 H
42 6 H
42 7 B
42 8 N
42 9 N
42 10 T
42 11 B
42 12 H
42 13 N
42 14 N
42 15 N
42 16 N
42 17 N
42 18 T
42 19 N
42 20 T
42 21 N
42 22 N
42 23 T
42 24 N
42 25 N
42 26 N
42 27 N
42 28 T
42 29 B
42 30 N
42 31 T
42 32 B
42 33 N
42 34 N
42 35 N
42 36 H
42 37 B
42 38 N
42 39 T
42 40 N
42 41 H
42 42 N
42 43 N
42 44 N
42 45 T
42 46 N
42 47 N
42 48 H
42 49 N
42 50 H
43 1 N
43 2 T
43 3 T
43 4 H
43 5 H
43 6 H
43 7 T
43 8 T
43 9 T
43 10 H
43 11 H
43 12 N
43 13 N
43 14 T
43 15 H
43 16 T
43 17 N
43 18 T
43 19 T
43 20 H
43 21 N
43 22 N
43 23 T
43 24 N
43 25 N
43 26 N
43 27 H
43 28 H
43 29 N
43 30 N
43 31 N
43 32 H
43 33 N
43 34 N
43 35 T
43 36 T
43 37 H
43 38 B
43 39 N
43 40 N
43 41 N
43 42 N
43 43 N
43 44 H
43 45 N
43 46 H
43 47 T
43 48 H
43 49 N
43 50 T
44 1 H
44 2 H
44 3 N
44 4 T
44 5 N
44 6 N
44 7 N
44 8 B
44 9 N
44 10 H
44 11 H
44 12 T
44 13 T
44 14 B
44 15 H
44 16 N
44 17 N
44 18 N
44 19 N
44 20 T
44 21 N
44 22 H
44 23 B
44 24 H
44 25 B
44 26 B
44 27 N
44 28 T
44 29 B
44 30 T
44 31 H
44 32 N
44 33 N
44 34 N
44 35 N
44 36 N
44 37 N
44 38 N
44 39 T
44 40 B
44 41 N
44 42 N
44 43 B
44 44 N
44 45 T
44 46 N
44 47 B
44 48 H
44 49 T
44 50 N
45 1 T
45 2 N
45 3 N
45 4 T
45 5 T
45 6 H
45 7 H
45 8 N
45 9 N
45 10 T
45 11 T
45 12 N
45 13 N
45 14 N
45 15 N
45 16 T
45 17 N
45 18 T
45 19 H
45 20 N
45 21 N
45 22 N
45 23 N
45 24 N
45 25 H
45 26 N
45 27 N
45 28 N
45 29 N
45 30 N
45 31 T
45 32 T
45 33 N
45 34 B
45 35 B
45 36 H
45 37 H
45 38 N
45 39 H
45 40 N
45 41 B
45 42 B
45 43 N
45 44 H
45 45 B
45 46 N
45 47 N
45 48 N
45 49 T
45 50 N
46 1 N
46 2 T
46 3 H
46 4 H
46 5 H
46 6 N
46 7 B
46 8 N
46 9 H
46 10 T
46 11 N
46 12 H
46 13 N
46 14 T
46 15 H
46 16 N
46 17 N
46 18 T
46 19 T
46 20 T
46 21 N
46 22 H
46 23 T
46 24 N
46 25 N
46 26 B
46 27 B
46 28 T
46 29 N
46 30 H
46 31 T
46 32 N
46 33 T
46 34 N
46 35 N
46 36 N
46 37 N
46 38 T
46 39 T
46 40 N
46 41 H
46 42 H
46 43 N
46 44 H
46 45 N
46 46 N
46 47 B
46 48 N
46 49 N
46 50 H
47 1 B
47 2 H
47 3 N
47 4 N
47 5 H
47 6 T
47 7 N
47 8 T
47 9 N
47 10 N
47 11 T
47 12 N
47 13 N
47 14 N
47 15 T
47 16 N
47 17 N
47 18 T
47 19 T
47 20 T
47 21 H
47 22 H
47 23 N
47 24 B
47 25 B
47 26 T
47 27 N
47 28 N
47 29 N
47 30 B
47 31 N
47 32 N
