100 50
5 32 H
5 33 B
5 34 T
5 35 N
5 36 N
5 37 N
5 38 N
5 39 H
5 40 N
5 41 N
5 42 H
5 43 N
5 44 N
5 45 B
5 46 N
5 47 B
5 48 N
5 49 N
5 50 N
6 1 N
6 2 N
6 3 N
6 4 N
6 5 H
6 6 N
6 7 H
6 8 N
6 9 H
6 10 N
6 11 T
6 12 N
6 13 B
6 14 H
6 15 H
6 16 N
6 17 N
6 18 B
6 19 T
6 20 H
6 21 T
6 22 N
6 23 N
6 24 T
6 25 N
6 26 N
6 27 N
6 28 H
6 29 N
6 30 H
6 31 N
6 32 N
6 33 H
6 34 N
6 35 T
6 36 T
6 37 T
6 38 H
6 39 N
6 40 N
6 41 N
6 42 N
6 43 B
6 44 T
6 45 T
6 46 N
6 47 N
6 48 N
6 49 H
6 50 N
7 1 H
7 2 T
7 3 N
7 4 N
7 5 N
7 6 H
7 7 N
7 8 N
7 9 B
7 10 T
7 11 N
7 12 H
7 13 H
7 14 N
7 15 H
7 16 N
7 17 H
7 18 N
7 19 T
7 20 N
7 21 T
7 22 N
7 23 H
7 24 N
7 25 N
7 26 N
7 27 N
7 28 T
7 29 N
7 30 N
7 31 T
7 32 H
7 33 N
7 34 N
7 35 T
7 36 H
7 37 N
7 38 H
7 39 N
7 40 N
7 41 T
7 42 T
7 43 T
7 44 N
7 45 T
7 46 N
7 47 H
7 48 N
7 49 H
7 50 N
8 1 H
8 2 N
8 3 H
8 4 H
8 5 H
8 6 N
8 7 H
8 8 H
8 9 N
8 10 H
8 11 H
8 12 N
8 13 B
8 14 T
8 15 N
8 16 N
8 17 N
8 18 H
8 19 N
8 20 N
8 21 N
8 22 N
8 23 N
8 24 N
8 25 N
8 26 N
8 27 B
8 28 T
8 29 N
8 30 N
8 31 N
8 32 H
8 33 T
8 34 N
8 35 T
8 36 T
8 37 B
8 38 T
8 39 N
8 40 H
8 41 N
8 42 N
8 43 B
8 44 T
8 45 N
8 46 N
8 47 T
8 48 N
8 49 N
8 50 N
9 1 N
9 2 B
9 3 N
9 4 N
9 5 H
9 6 N
9 7 N
9 8 T
9 9 N
9 10 N
9 11 T
9 12 N
9 13 N
9 14 T
9 15 N
9 16 H
9 17 T
9 18 N
9 19 H
9 20 N
9 21 N
9 22 N
9 23 N
9 24 N
9 25 T
9 26 N
9 27 N
9 28 B
9 29 T
9 30 T
9 31 N
9 32 N
9 33 N
9 34 T
9 35 N
9 36 N
9 37 T
9 38 T
9 39 B
9 40 H
9 41 H
9 42 H
9 43 B
9 44 N
9 45 N
9 46 N
9 47 T
9 48 N
9 49 N
9 50 H
10 1 H
10 2 N
10 3 H
10 4 N
10 5 N
10 6 T
10 7 N
10 8 B
10 9 N
10 10 T
10 11 N
10 12 N
10 13 H
10 14 N
10 15 N
10 16 T
10 17 B
10 18 H
10 19 N
10 20 B
10 21 H
10 22 N
10 23 T
10 24 T
10 25 N
10 26 B
10 27 N
10 28 T
10 29 N
10 30 N
10 31 N
10 32 N
10 33 N
10 34 N
10 35 N
10 36 N
10 37 N
10 38 N
10 39 N
10 40 N
10 41 N
10 42 T
10 43 N
10 44 H
10 45 H
10 46 N
10 47 T
10 48 H
10 49 N
10 50 H
11 1 B
11 2 N
11 3 T
11 4 T
11 5 H
11 6 H
11 7 T
11 8 N
11 9 H
11 10 N
11 11 N
11 12 B
11 13 B
11 14 H
11 15 H
11 16 N
11 17 N
11 18 B
11 19 N
11 20 N
11 21 H
11 22 H
11 23 N
11 24 N
11 25 H
11 26 H
11 27 N
11 28 B
11 29 T
11 30 N
11 31 B
11 32 T
11 33 N
11 34 N
11 35 T
11 36 N
11 37 N
11 38 N
11 39 N
11 40 N
11 41 N
11 42 N
11 43 T
11 44 T
11 45 N
11 46 H
11 47 T
11 48 T
11 49 N
11 50 H
12 1 H
12 2 N
12 3 T
12 4 N
12 5 B
12 6 H
12 7 N
12 8 H
12 9 H
12 10 N
12 11 H
12 12 N
12 13 T
12 14 N
12 15 H
12 16 N
12 17 N
12 18 N
12 19 N
12 20 H
12 21 N
12 22 N
12 23 N
12 24 N
12 25 H
12 26 T
12 27 N
12 28 N
12 29 N
12 30 T
12 31 N
12 32 N
12 33 H
12 34 N
12 35 N
12 36 N
12 37 N
12 38 N
12 39 N
12 40 N
12 41 T
12 42 H
12 43 N
12 44 H
12 45 T
12 46 H
12 47 N
12 48 H
12 49 N
12 50 B
13 1 N
13 2 N
13 3 N
13 4 N
13 5 T
13 6 N
13 7 N
13 8 B
13 9 N
13 10 N
13 11 T
13 12 B
13 13 N
13 14 H
13 15 N
13 16 H
13 17 N
13 18 N
13 19 N
13 20 N
13 21 H
13 22 N
13 23 N
13 24 N
13 25 N
13 26 N
13 27 N
13 28 H
13 29 H
13 30 N
13 31 N
13 32 N
13 33 T
13 34 T
13 35 B
13 36 T
13 37 H
13 38 N
13 39 N
13 40 H
13 41 N
13 42 T
13 43 T
13 44 B
13 45 N
13 46 H
13 47 N
13 48 H
13 49 N
13 50 N
14 1 B
14 2 H
14 3 N
14 4 H
14 5 H
14 6 T
14 7 H
14 8 H
14 9 H
14 10 N
14 11 N
14 12 N
14 13 N
14 14 T
14 15 T
14 16 N
14 17 B
14 18 B
14 19 N
14 20 N
14 21 N
14 22 H
14 23 T
14 24 N
14 25 N
14 26 N
14 27 N
14 28 N
14 29 N
14 30 N
14 31 N
14 32 N
14 33 N
14 34 B
14 35 N
14 36 N
14 37 T
14 38 T
14 39 N
14 40 T
14 41 B
14 42 N
14 43 N
14 44 N
14 45 N
14 46 N
14 47 N
14 48 H
14 49 N
14 50 N
15 1 N
15 2 N
15 3 N
15 4 N
15 5 H
15 6 H
15 7 N
15 8 T
15 9 H
15 10 B
15 11 H
15 12 N
15 13 B
15 14 N
15 15 B
15 16 T
15 17 N
15 18 N
15 19 T
15 20 H
15 21 H
15 22 N
15 23 T
15 24 N
15 25 H
15 26 T
15 27 T
15 28 T
15 29 N
15 30 T
15 31 T
15 32 H
15 33 H
15 34 N
15 35 B
15 36 N
15 37 N
15 38 B
15 39 N
15 40 N
15 41 T
15 42 N
15 43 T
15 44 N
15 45 N
15 46 N
15 47 B
15 48 B
15 49 B
15 50 B
16 1 N
16 2 N
16 3 B
16 4 H
16 5 N
16 6 N
16 7 T
16 8 N
16 9 B
16 10 T
16 11 B
16 12 H
16 13 T
16 14 N
16 15 H
16 16 N
16 17 T
16 18 N
16 19 H
16 20 H
16 21 B
16 22 H
16 23 H
16 24 B
16 25 N
16 26 T
16 27 N
16 28 B
16 29 T
16 30 N
16 31 N
16 32 H
16 33 N
16 34 N
16 35 N
16 36 N
16 37 H
16 38 H
16 39 T
16 40 N
16 41 T
16 42 N
16 43 T
16 44 N
16 45 T
16 46 T
16 47 T
16 48 H
16 49 N
16 50 N
17 1 N
17 2 N
17 3 N
17 4 H
17 5 N
17 6 N
17 7 T
17 8 T
17 9 N
17 10 N
17 11 T
17 12 T
17 13 B
17 14 T
17 15 N
17 16 N
17 17 B
17 18 H
17 19 T
17 20 T
17 21 T
17 22 H
17 23 N
17 24 B
17 25 N
17 26 H
17 27 N
17 28 H
17 29 H
17 30 T
17 31 H
17 32 T
17 33 N
17 34 N
17 35 N
17 36 H
17 37 B
17 38 N
17 39 N
17 40 N
17 41 H
17 42 N
17 43 H
17 44 N
17 45 N
17 46 T
17 47 H
17 48 N
17 49 T
17 50 N
18 1 N
18 2 H
18 3 H
18 4 T
18 5 B
18 6 T
18 7 N
18 8 H
18 9 N
18 10 T
18 11 N
18 12 N
18 13 N
18 14 N
18 15 N
18 16 T
18 17 T
18 18 T
18 19 N
18 20 T
18 21 N
18 22 N
18 23 N
18 24 B
18 25 N
18 26 N
18 27 H
18 28 T
18 29 N
18 30 N
18 31 T
18 32 T
18 33 N
18 34 N
18 35 N
18 36 B
18 37 N
18 38 N
18 39 H
18 40 N
18 41 N
18 42 T
18 43 T
18 44 T
18 45 B
18 46 H
18 47 H
18 48 N
18 49 B
18 50 N
19 1 N
19 2 T
19 3 N
19 4 N
19 5 T
19 6 N
19 7 N
19 8 N
19 9 H
19 10 N
19 11 N
19 12 N
19 13 B
19 14 H
19 15 T
19 16 N
19 17 T
19 18 H
19 19 N
19 20 T
19 21 H
19 22 N
19 23 N
19 24 B
19 25 T
19 26 N
19 27 N
19 28 N
19 29 H
19 30 N
19 31 N
19 32 T
19 33 N
19 34 B
19 35 H
19 36 N
19 37 N
19 38 N
19 39 T
19 40 N
19 41 B
19 42 N
19 43 T
19 44 T
19 45 N
19 46 T
19 47 N
19 48 N
19 49 B
19 50 N
20 1 N
20 2 N
20 3 N
20 4 T
20 5 N
20 6 N
20 7 N
20 8 T
20 9 N
20 10 N
20 11 B
20 12 T
20 13 T
20 14 N
20 15 T
20 16 N
20 17 N
20 18 T
20 19 N
20 20 N
20 21 H
20 22 N
20 23 N
20 24 H
20 25 N
20 26 T
20 27 N
20 28 T
20 29 T
20 30 N
20 31 H
20 32 N
20 33 N
20 34 H
20 35 B
20 36 N
20 37 N
20 38 N
20 39 N
20 40 B
20 41 N
20 42 N
20 43 T
20 44 N
20 45 N
20 46 T
20 47 N
20 48 B
20 49 T
20 50 H
21 1 H
21 2 B
21 3 N
21 4 T
21 5 N
21 6 H
21 7 T
21 8 H
21 9 T
21 10 H
21 11 H
21 12 N
21 13 T
21 14 B
21 15 N
21 16 B
21 17 T
21 18 T
21 19 T
21 20 H
21 21 T
21 22 N
21 23 T
21 24 T
21 25 N
21 26 N
21 27 N
21 28 H
21 29 N
21 30 N
21 31 T
21 32 T
21 33 T
21 34 T
21 35 N
21 36 N
21 37 B
21 38 N
21 39 H
21 40 H
21 41 H
21 42 H
21 43 N
21 44 N
21 45 B
21 46 N
21 47 N
21 48 N
21 49 N
21 50 N
22 1 N
22 2 N
22 3 B
22 4 N
22 5 T
22 6 H
22 7 N
22 8 N
22 9 T
22 10 B
22 11 T
22 12 N
22 13 N
22 14 N
22 15 B
22 16 N
22 17 N
22 18 N
22 19 N
22 20 H
22 21 N
22 22 H
22 23 T
22 24 N
22 25 T
22 26 T
22 27 B
22 28 T
22 29 H
22 30 H
22 31 H
22 32 T
22 33 N
22 34 N
22 35 T
22 36 N
22 37 N
22 38 N
22 39 N
22 40 N
22 41 N
22 42 N
22 43 T
22 44 T
22 45 N
22 46 N
22 47 N
22 48 H
22 49 N
22 50 N
23 1 N
23 2 T
23 3 T
23 4 H
23 5 B
23 6 B
23 7 B
23 8 N
23 9 N
23 10 N
23 11 B
23 12 B
23 13 H
23 14 N
23 15 N
23 16 H
23 17 H
23 18 H
23 19 N
23 20 N
23 21 H
23 22 N
23 23 B
23 24 T
23 25 H
23 26 H
23 27 T
23 28 T
23 29 N
23 30 T
23 31 T
23 32 N
23 33 N
23 34 N
23 35 N
23 36 T
23 37 B
23 38 H
23 39 T
23 40 T
23 41 N
23 42 N
23 43 N
23 44 B
23 45 H
23 46 H
23 47 H
23 48 N
23 49 N
23 50 H
24 1 N
24 2 H
24 3 T
24 4 H
24 5 N
24 6 H
24 7 N
24 8 H
24 9 H
24 10 N
24 11 H
24 12 H
24 13 N
24 14 H
24 15 T
24 16 N
24 17 N
24 18 T
24 19 H
24 20 N
24 21 N
24 22 N
24 23 N
24 24 T
24 25 N
24 26 T
24 27 T
24 28 H
24 29 N
24 30 N
24 31 N
24 32 H
24 33 N
24 34 T
24 35 B
24 36 N
24 37 B
24 38 N
24 39 H
24 40 N
24 41 N
24 42 T
24 43 N
24 44 N
24 45 N
24 46 N
24 47 N
24 48 N
24 49 N
24 50 N
25 1 T
25 2 N
25 3 H
25 4 N
25 5 N
25 6 N
25 7 T
25 8 N
25 9 B
25 10 T
25 11 N
25 12 N
25 13 N
25 14 H
25 15 N
25 16 N
25 17 B
25 18 N
25 19 H
25 20 H
25 21 B
25 22 N
25 23 T
25 24 T
25 25 N
25 26 T
25 27 N
25 28 N
25 29 T
25 30 N
25 31 N
25 32 N
25 33 B
25 34 N
25 35 N
25 36 H
25 37 N
25 38 H
25 39 N
25 40 H
25 41 N
25 42 H
25 43 T
25 44 B
25 45 T
25 46 N
25 47 N
25 48 T
25 49 T
25 50 T
26 1 N
26 2 H
26 3 N
26 4 N
26 5 N
26 6 T
26 7 T
26 8 T
26 9 N
26 10 B
26 11 N
26 12 N
26 13 T
26 14 N
26 15 T
26 16 N
26 17 N
26 18 T
26 19 N
26 20 N
26 21 T
26 22 B
26 23 N
26 24 N
26 25 N
26 26 H
26 27 N
26 28 N
26 29 N
26 30 N
26 31 B
26 32 N
26 33 H
26 34 N
26 35 T
26 36 H
26 37 N
26 38 H
26 39 H
26 40 N
26 41 H
26 42 H
26 43 B
26 44 N
26 45 N
26 46 N
26 47 N
26 48 N
26 49 N
26 50 H
27 1 T
27 2 N
27 3 T
27 4 N
27 5 N
27 6 N
27 7 N
27 8 N
27 9 N
27 10 N
27 11 H
27 12 N
27 13 T
27 14 N
27 15 N
27 16 B
27 17 N
27 18 T
27 19 N
27 20 T
27 21 N
27 22 N
27 23 H
27 24 N
27 25 H
27 26 B
27 27 H
27 28 T
27 29 B
27 30 N
27 31 N
27 32 B
27 33 N
27 34 N
27 35 N
27 36 B
27 37 T
27 38 B
27 39 T
27 40 N
27 41 H
27 42 N
27 43 T
27 44 N
27 45 T
27 46 N
27 47 N
27 48 T
27 49 N
27 50 T
28 1 T
28 2 T
28 3 N
28 4 N
28 5 N
28 6 H
28 7 T
28 8 N
28 9 N
28 10 T
28 11 N
28 12 N
28 13 H
28 14 N
28 15 N
28 16 B
28 17 N
28 18 N
28 19 T
28 20 N
28 21 H
28 22 B
28 23 B
28 24 T
28 25 T
28 26 B
28 27 T
28 28 N
28 29 H
28 30 B
28 31 T
28 32 N
28 33 H
28 34 H
28 35 N
28 36 T
28 37 T
28 38 B
28 39 H
28 40 H
28 41 B
28 42 H
28 43 N
28 44 H
28 45 N
28 46 T
28 47 H
28 48 N
28 49 N
28 50 N
29 1 N
29 2 T
29 3 H
29 4 N
29 5 N
29 6 H
29 7 N
29 8 N
29 9 T
29 10 N
29 11 H
29 12 N
29 13 N
29 14 N
29 15 N
29 16 N
29 17 H
29 18 H
29 19 B
29 20 N
29 21 N
29 22 T
29 23 N
29 24 T
29 25 H
29 26 T
29 27 N
29 28 H
29 29 B
29 30 N
29 31 H
29 32 N
29 33 B
29 34 T
29 35 B
29 36 T
29 37 H
29 38 N
29 39 N
29 40 H
29 41 N
29 42 H
29 43 H
29 44 H
29 45 H
29 46 T
29 47 T
29 48 N
29 49 T
29 50 B
30 1 T
30 2 T
30 3 N
30 4 N
30 5 N
30 6 H
30 7 N
30 8 H
30 9 H
30 10 T
30 11 T
30 12 N
30 13 B
30 14 T
30 15 N
30 16 N
30 17 N
30 18 H
30 19 N
30 20 N
30 21 N
30 22 T
30 23 N
30 24 H
30 25 T
30 26 N
30 27 T
30 28 N
30 29 T
30 30 N
30 31 N
30 32 N
30 33 H
30 34 N
30 35 T
30 36 T
30 37 H
30 38 N
30 39 B
30 40 N
30 41 N
30 42 N
30 43 N
30 44 N
30 45 N
30 46 B
30 47 N
30 48 T
30 49 N
30 50 T
31 1 T
31 2 H
31 3 N
31 4 N
31 5 N
31 6 T
31 7 N
31 8 T
31 9 N
31 10 T
31 11 B
31 12 T
31 13 N
31 14 N
31 15 T
31 16 N
31 17 B
31 18 N
31 19 N
31 20 H
31 21 B
31 22 H
31 23 N
31 24 H
31 25 N
31 26 B
31 27 B
31 28 B
31 29 N
31 30 H
31 31 N
31 32 H
31 33 N
31 34 N
31 35 T
31 36 H
31 37 N
31 38 T
31 39 T
31 40 T
31 41 N
31 42 H
31 43 N
31 44 H
31 45 T
31 46 N
31 47 N
31 48 T
31 49 N
31 50 N
32 1 T
32 2 H
32 3 N
32 4 N
32 5 B
32 6 H
32 7 H
32 8 T
32 9 H
32 10 N
32 11 N
32 12 N
32 13 N
32 14 H
32 15 N
32 16 N
32 17 H
32 18 N
32 19 T
32 20 N
32 21 N
32 22 N
32 23 N
32 24 N
32 25 N
32 26 N
32 27 H
32 28 H
32 29 H
32 30 H
32 31 T
32 32 N
32 33 B
32 34 T
32 35 T
32 36 T
32 37 N
32 38 H
32 39 N
32 40 T
32 41 N
32 42 N
32 43 H
32 44 N
32 45 N
32 46 N
32 47 H
32 48 N
32 49 N
32 50 T
33 1 H
33 2 N
33 3 T
33 4 N
33 5 N
33 6 H
33 7 T
33 8 H
33 9 N
33 10 N
33 11 N
33 12 T
33 13 N
33 14 N
33 15 H
33 16 N
33 17 N
33 18 N
33 19 N
33 20 N
33 21 T
33 22 T
33 23 N
33 24 N
33 25 H
33 26 B
33 27 T
33 28 N
33 29 N
33 30 N
33 31 N
33 32 N
33 33 T
33 34 N
33 35 B
33 36 H
33 37 H
33 38 N
33 39 T
33 40 H
33 41 N
33 42 N
33 43 N
33 44 H
33 45 N
33 46 H
33 47 N
33 48 N
33 49 T
33 50 N
34 1 N
34 2 N
34 3 B
34 4 T
34 5 N
34 6 N
34 7 T
34 8 T
34 9 N
34 10 B
34 11 T
34 12 B
34 13 N
34 14 H
34 15 T
34 16 N
34 17 N
34 18 T
34 19 N
34 20 N
34 21 T
34 22 N
34 23 N
34 24 H
34 25 N
34 26 B
34 27 N
34 28 N
34 29 N
34 30 N
34 31 N
34 32 B
34 33 H
34 34 N
34 35 N
34 36 N
34 37 N
34 38 N
34 39 N
34 40 B
34 41 T
34 42 B
34 43 N
34 44 N
34 45 N
34 46 N
34 47 B
34 48 N
34 49 B
34 50 N
35 1 T
35 2 N
35 3 T
35 4 N
35 5 T
35 6 T
35 7 N
35 8 N
35 9 N
35 10 H
35 11 B
35 12 H
35 13 N
35 14 T
35 15 N
35 16 H
35 17 N
35 18 H
35 19 N
35 20 N
35 21 N
35 22 N
35 23 N
35 24 N
35 25 N
35 26 H
35 27 H
35 28 N
35 29 N
35 30 B
35 31 H
35 32 T
35 33 N
35 34 H
35 35 N
35 36 N
35 37 T
35 38 N
35 39 T
35 40 N
35 41 T
35 42 N
35 43 N
35 44 N
35 45 H
35 46 H
35 47 B
35 48 N
35 49 B
35 50 N
36 1 N
36 2 N
36 3 N
36 4 N
36 5 H
36 6 N
36 7 T
36 8 B
36 9 N
36 10 N
36 11 T
36 12 N
36 13 B
36 14 N
36 15 N
36 16 N
36 17 T
36 18 B
36 19 N
36 20 T
36 21 N
36 22 N
36 23 N
36 24 H
36 25 H
36 26 N
36 27 N
36 28 N
36 29 T
36 30 H
36 31 T
36 32 T
36 33 N
36 34 H
36 35 N
36 36 N
36 37 N
36 38 T
36 39 H
36 40 H
36 41 N
36 42 N
36 43 B
36 44 N
36 45 T
36 46 H
36 47 H
36 48 N
36 49 T
36 50 T
37 1 H
37 2 N
37 3 N
37 4 H
37 5 N
37 6 H
37 7 T
37 8 B
37 9 H
37 10 N
37 11 T
37 12 N
37 13 H
37 14 T
37 15 N
37 16 B
37 17 N
37 18 N
37 19 H
37 20 H
37 21 T
37 22 N
37 23 H
37 24 T
37 25 N
37 26 N
37 27 H
37 28 N
37 29 N
37 30 T
37 31 H
37 32 T
37 33 T
37 34 N
37 35 N
37 36 H
37 37 H
37 38 N
37 39 N
37 40 T
37 41 T
37 42 N
37 43 B
37 44 H
37 45 T
37 46 N
37 47 H
37 48 T
37 49 N
37 50 T
38 1 N
38 2 T
38 3 B
38 4 T
38 5 N
38 6 N
38 7 H
38 8 H
38 9 N
38 10 B
38 11 N
38 12 N
38 13 N
38 14 H
38 15 N
38 16 N
38 17 N
38 18 B
38 19 H
38 20 N
38 21 T
38 22 T
38 23 T
38 24 B
38 25 N
38 26 N
38 27 B
38 28 N
38 29 N
38 30 B
38 31 H
38 32 N
38 33 H
38 34 N
38 35 T
38 36 N
38 37 H
38 38 N
38 39 B
38 40 B
38 41 H
38 42 N
38 43 H
38 44 T
38 45 H
38 46 H
38 47 B
38 48 H
38 49 N
38 50 H
39 1 B
39 2 T
39 3 H
39 4 H
39 5 N
39 6 T
39 7 T
39 8 N
39 9 N
39 10 N
39 11 N
39 12 H
39 13 T
39 14 H
39 15 H
39 16 H
39 17 H
39 18 N
39 19 B
39 20 N
39 21 N
39 22 N
39 23 N
39 24 H
39 25 N
39 26 N
39 27 T
39 28 N
39 29 N
39 30 B
39 31 T
39 32 H
39 33 T
39 34 N
39 35 T
39 36 H
39 37 N
39 38 N
39 39 H
39 40 N
39 41 T
39 42 N
39 43 N
39 44 N
39 45 N
39 46 T
39 47 N
39 48 N
39 49 N
39 50 N
40 1 N
40 2 H
40 3 N
40 4 N
40 5 T
40 6 N
40 7 H
40 8 T
40 9 N
40 10 N
40 11 H
40 12 N
40 13 N
40 14 H
40 15 T
40 16 T
40 17 N
40 18 H
40 19 H
40 20 N
40 21 T
40 22 N
40 23 N
40 24 B
40 25 N
40 26 N
40 27 T
40 28 N
40 29 H
40 30 N
40 31 N
40 32 N
40 33 N
40 34 N
40 35 N
40 36 N
40 37 T
40 38 H
40 39 N
40 40 T
40 41 N
40 42 H
40 43 N
40 44 T
40 45 N
40 46 B
40 47 N
40 48 T
40 49 N
40 50 N
41 1 N
41 2 N
41 3 T
41 4 N
41 5 T
41 6 N
41 7 N
41 8 N
41 9 T
41 10 N
41 11 N
41 12 N
41 13 N
41 14 T
41 15 N
41 16 N
41 17 T
41 18 B
41 19 T
41 20 T
41 21 H
41 22 N
41 23 N
41 24 N
41 25 T
41 26 N
41 27 N
41 28 N
41 29 B
41 30 T
41 31 B
41 32 B
41 33 N
41 34 B
41 35 N
41 36 N
41 37 T
41 38 T
41 39 N
41 40 N
41 41 H
41 42 H
41 43 T
41 44 H
41 45 N
41 46 T
41 47 H
41 48 T
41 49 N
41 50 N
42 1 T
42 2 B
42 3 N
42 4 B
42 5 N
42 6 H
42 7 N
42 8 N
42 9 H
42 10 H
42 11 N
42 12 T
42 13 T
42 14 H
42 15 H
42 16 N
42 17 T
42 18 T
42 19 N
42 20 N
42 21 T
42 22 N
42 23 H
42 24 H
42 25 N
42 26 N
42 27 T
42 28 N
42 29 T
42 30 N
42 31 N
42 32 N
42 33 N
42 34 N
42 35 N
42 36 T
42 37 N
42 38 H
42 39 N
42 40 H
42 41 N
42 42 N
42 43 T
42 44 N
42 45 N
42 46 N
42 47 B
42 48 N
42 49 T
42 50 H
43 1 N
43 2 T
43 3 N
43 4 N
43 5 H
43 6 T
43 7 N
43 8 H
43 9 T
43 10 N
43 11 T
43 12 N
43 13 N
43 14 N
43 15 N
43 16 N
43 17 H
43 18 H
43 19 N
43 20 N
43 21 N
43 22 B
43 23 N
43 24 H
43 25 N
43 26 N
43 27 H
43 28 B
43 29 N
43 30 T
43 31 N
43 32 N
43 33 N
43 34 B
43 35 T
43 36 N
43 37 B
43 38 N
43 39 N
43 40 N
43 41 T
43 42 N
43 43 N
43 44 N
43 45 N
43 46 N
43 47 H
43 48 N
43 49 N
43 50 T
44 1 H
44 2 N
44 3 N
44 4 H
44 5 H
44 6 N
44 7 H
44 8 N
44 9 T
44 10 N
44 11 N
44 12 N
44 13 B
44 14 N
44 15 N
44 16 T
44 17 T
44 18 H
44 19 T
44 20 H
44 21 N
44 22 N
44 23 N
44 24 N
44 25 H
44 26 B
44 27 N
44 28 T
44 29 N
44 30 T
44 31 H
44 32 N
44 33 N
44 34 N
44 35 T
44 36 N
44 37 N
44 38 T
44 39 B
44 40 H
44 41 H
44 42 T
44 43 T
44 44 N
44 45 H
44 46 N
44 47 T
44 48 T
44 49 H
44 50 N
45 1 H
45 2 T
45 3 N
45 4 N
45 5 N
45 6 N
45 7 N
45 8 H
45 9 T
45 10 N
45 11 N
45 12 N
45 13 N
45 14 T
45 15 N
45 16 N
45 17 N
45 18 T
45 19 H
45 20 N
45 21 H
45 22 N
45 23 T
45 24 B
45 25 T
45 26 B
45 27 N
45 28 N
45 29 N
45 30 B
45 31 T
45 32 B
45 33 T
45 34 T
45 35 N
45 36 T
45 37 N
45 38 T
45 39 H
45 40 N
45 41 N
45 42 N
45 43 H
45 44 N
45 45 N
45 46 T
45 47 B
45 48 N
45 49 N
45 50 B
46 1 N
46 2 N
46 3 B
46 4 T
46 5 N
46 6 H
46 7 N
46 8 N
46 9 B
46 10 T
46 11 N
46 12 T
46 13 H
46 14 B
46 15 N
46 16 N
46 17 T
46 18 H
46 19 N
46 20 B
46 21 N
46 22 N
46 23 N
46 24 N
46 25 H
46 26 N
46 27 N
46 28 H
46 29 T
46 30 N
46 31 N
46 32 N
46 33 N
46 34 N
46 35 H
46 36 T
46 37 T
46 38 N
46 39 N
46 40 H
46 41 N
46 42 T
46 43 H
46 44 N
46 45 T
46 46 B
46 47 N
46 48 T
46 49 N
46 50 N
47 1 B
47 2 N
47 3 N
47 4 H
47 5 N
47 6 N
47 7 N
47 8 N
47 9 N
47 10 B
47 11 N
47 12 H
47 13 T
47 14 N
47 15 T
47 16 B
47 17 H
47 18 T
47 19 N
47 20 H
47 21 H
47 22 N
47 23 T
47 24 N
47 25 T
47 26 N
47 27 N
47 28 H
47 29 N
47 30 N
47 31 T
47 32 H
